account,Parent_ID,signal_type,account_vertical,summary,why_it_matters,event_date,source_url,ingested_at
HHMI,001UR00000nP1DnYAK,Breakthrough,Education & Research,"Zhijian ""James"" Chen, an HHMI Investigator and Director of the Inflammation Research Center at UT Southwestern, has been awarded the 2026 Japan Prize in Life Sciences.","This prestigious international award signifies continued cutting-edge research in immunology and cell biology, driving demand for cell culture consumables, immunoassay kits, and advanced protein analysis equipment.",2026-05-20,https://www.buffalo.edu/provost/news/ub-awards-314-biomedical-science-degrees-29-earn-phds.html,2026-05-30 11:28:43
HHMI,001UR00000nP1DnYAK,Closure,Education & Research,"Effective May 15, 2026, the Howard Hughes Medical Institute (HHMI) will no longer approve requests for new 'second labs' in the United States or internationally. Existing 'Pre-existing Second Labs' will be subject to review by HHMI's Vice President and Chief Scientific Officer at least every three years, with the possibility of approval withdrawal and a typical 12-month period for investigators to terminate the arrangement.","This policy change could lead to a reduction in the number of HHMI-affiliated 'second labs,' potentially creating churn risk for existing suppliers to these labs or opportunities for Thomas Scientific to consolidate supply to primary HHMI host institutions.",2026-05-18,https://www.hhmi.org/sites/default/files/2026-05/Research%20at%20Institutions%20Other%20Than%20the%20Host%20Institution.pdf,2026-05-30 11:28:43
HHMI,001UR00000nP1DnYAK,ai_summary,Education & Research,"HHMI is heavily investing $500M in AI@HHMI to accelerate life science discovery, already yielding breakthroughs like AI-designed NovoTags for imaging. This signals a significant shift towards AI-driven research, creating demand for advanced imaging tools, computational resources, and specialized reagents. Concurrently, HHMI is phasing out new 'second labs' and reviewing existing ones, suggesting a consolidation of research activity and purchasing power at primary investigator sites. Sales teams should target these core labs.",,2026-05-30,,2026-05-30 11:28:43
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Grant,Education & Research,"Researchers at the University of Arizona College of Medicine – Tucson received a $3.8 million grant from the National Institute of Mental Health to study the 'mind after midnight' hypothesis, examining how being awake in the middle of the night impacts decision-making and suicide risk.","This grant indicates a need for lab supplies, reagents, and equipment to support research into sleep, circadian rhythms, neuroscience, and mental health.",2026-05-21,https://news.arizona.edu/news/new-38m-nih-grant-funds-research-mind-after-midnight-suicide-risk-factor,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Funding,Education & Research,"IRLabs donated a million-dollar infrared microscope to the University of Arizona's Nanofabrication Core Facility, enhancing its Center for Semiconductor Manufacturing.","This investment in advanced equipment will drive demand for specialized lab consumables, reagents, and maintenance supplies essential for semiconductor research and manufacturing processes.",2026-04-22,https://news.arizona.edu/story/irlabs-donates-high-tech-microscope-u-center-semiconductor-manufacturing,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Project,Education & Research,"Google announced the launch of the Research Program at the Intersection of Life Sciences & Quantum AI (REPLIQA), committing $10 million to five universities, including the University of Arizona, to apply quantum science and artificial intelligence to biological research.","This initiative will drive demand for advanced scientific equipment, reagents, and consumables for quantum computing, AI development, and life sciences research, including specialized sensors, computational hardware, and molecular biology tools.",2026-05-11,https://www.investing.com/news/stock-market-news/google-launches-10m-quantum-ai-program-for-life-sciences-93CH-4677834,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Breakthrough,Education & Research,"A University of Arizona research team, including Winslow Burleson, Gustavo de Oliveira Almeida, and Steven Wood, received the Spirit of I-Corps award from the National Science Foundation Innovation Corps program for their work in advancing immersive simulation technology for healthcare training.","This award signals high-impact research in healthcare simulation, likely driving demand for advanced computing hardware, specialized software, and potentially VR/AR equipment and related consumables for medical training.",2026-05-19,https://news.arizona.edu/employee-news/awards-and-accolades-31,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Breakthrough,Education & Research,"University of Arizona research, led by Pierre-Alexandre Blanche, has powered a new optical switching technology (PQT-HOS) designed to reduce data center energy consumption, described as a major technology breakthrough and paradigm shift.","This breakthrough in optical switching technology indicates a significant need for specialized optical components, high-speed testing equipment, and materials for prototype development and future manufacturing in the data center and AI sectors.",2026-05-12,https://www.morningstar.com/news/pr-newswire/20260512ph57352/university-of-arizona-research-powers-new-optical-switching-technology-designed-to-reduce-data-center-energy-consumption,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Breakthrough,Education & Research,"Bo Guo, an Associate Professor in Hydrology and Atmospheric Sciences, received the University of Arizona's Distinguished Scholar Award for his remarkable achievements in research, including the development of PFAS-LEACH modeling tools and leading projects totaling $9.6 million in funding.","Ongoing, well-funded research in environmental contaminants like PFAS suggests a sustained demand for analytical chemistry reagents, environmental sampling equipment, and advanced computational resources for modeling and analysis.",2026-05-13,https://has.arizona.edu/news/bo-guo-honored-u-distinguished-scholar-award,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Breakthrough,Education & Research,"Dan Theodorescu, the Nancy C. and Craig M. Berge Endowed Chair for the Director of the U of A Comprehensive Cancer Center, was awarded a National Cancer Institute Outstanding Investigator Award to study bladder cancer.","This high-level recognition and endowed chair appointment signal significant, long-term research activity in cancer biology, driving demand for cell culture supplies, genomic and proteomic analysis tools, specialized reagents for cancer research, and potentially drug discovery consumables.",2026-05-06,https://healthsciences.arizona.edu/news/u-health-sciences-colleges-climb-national-blue-ridge-rankings,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Breakthrough,Education & Research,"Barbara Mills and Takeshi Inomata, Regents Professors in the School of Anthropology, were elected to the American Academy of Arts & Sciences, with Inomata's discoveries having reshaped views on Maya history.","Significant archaeological discoveries can lead to demand for specialized imaging equipment, dating technologies, and analytical tools for material science and environmental analysis.",2026-05-05,https://news.arizona.edu/news/american-academy-arts-sciences-welcomes-two-u-regents-professors,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,Breakthrough,Education & Research,"Mihai Surdeanu, a professor in the Department of Computer Science, was selected as a Fulbright U.S. Scholar for Romania for the 2026–2027 academic year, recognized for his research in natural language processing with applications in biomedical research.","Research in computational language understanding with applications in biomedical research, such as identifying cancer signaling pathways, suggests a demand for high-performance computing resources and specialized software, which can indirectly drive demand for related IT infrastructure and support.",2026-04-30,https://science.arizona.edu/news/university-arizona-professor-mihai-surdeanu-named-fulbright-us-scholar,2026-05-30 12:04:21
UNIVERSITY OF ARIZONA,001UR00000nP1BNYA0,ai_summary,Education & Research,"The University of Arizona is experiencing significant research growth, securing major grants for mental health, quantum AI in life sciences, and cancer research, alongside new equipment for semiconductor manufacturing. This surge in funding and cutting-edge projects across diverse scientific disciplines indicates a heightened demand for specialized lab supplies, reagents, and consumables, presenting numerous sales opportunities for lab supply teams.",,2026-05-30,,2026-05-30 12:04:21
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,Grant,Education & Research,"U.S. Representative Debbie Dingell secured $67,881,860 in federal grant funding for the University of Michigan at Ann Arbor to support various healthcare research initiatives, including aging, nursing, neurological disorders, and cancer.","This significant federal funding indicates increased research activity across multiple health-related fields at U-M, driving demand for a broad range of lab supplies, reagents, and equipment.",2026-05-29,https://ece.engin.umich.edu/stories/eight-ece-graduate-students-awarded-nsf-graduate-research-fellowships,2026-05-30 12:14:03
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,Grant,Education & Research,"U.S. Representative Debbie Dingell secured $72,215,728 in federal grant funding for the University of Michigan at Ann Arbor to support various healthcare research initiatives, including aging, nursing, neurological disorders, and cancer.","This substantial federal funding signals expanded research efforts in diverse health sciences at U-M, creating demand for a wide array of lab supplies, reagents, and scientific equipment.",2026-05-18,https://me.engin.umich.edu/news-events/news/five-me-students-selected-for-nsf-graduate-research-fellowship-two-receive-honorable-mention-recognition/,2026-05-30 12:14:03
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,Grant,Education & Research,"Eight Electrical and Computer Engineering graduate students at the University of Michigan were awarded National Science Foundation Graduate Research Fellowships for their dissertation research in areas such as fiber-optic sensing, photonics, machine learning for complex systems, and quantum information science.","These fellowships indicate new, funded research projects by individual graduate students in ECE, suggesting upcoming demand for specialized equipment and consumables related to their specific research areas.",2026-04-30,https://ece.engin.umich.edu/stories/eight-ece-graduate-students-awarded-nsf-graduate-research-fellowships,2026-05-30 12:14:03
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,Faculty Hire,Education & Research,Laurie K. Svoboda has been appointed as the John G. Searle Assistant Professor of Environmental Health Sciences in the School of Public Health at the University of Michigan.,New hires need to outfit labs with supplies and equipment.,2026-05-21,https://record.umich.edu/articles/regents-roundup-may-2026/,2026-05-30 12:14:03
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,Breakthrough,Education & Research,"Several University of Michigan physicists were among the Muon g-2 collaborators awarded the 2026 Breakthrough Prize in Fundamental Physics for their precision measurement of the anomalous magnetic moment of the muon, a discovery that helps stress-test the Standard Model of particle physics.",This significant award for fundamental physics research indicates ongoing high-level experimental activity and a need for advanced scientific equipment and specialized consumables in particle physics and related fields.,2026-05-04,https://news.umich.edu/u-m-physicists-among-2026-breakthrough-prize-winners/,2026-05-30 12:14:03
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,Breakthrough,Education & Research,"Researchers from Brown University and the University of Michigan College of Engineering, including Tim Moore and Sharon Glotzer's lab, stabilized a fleeting structural phase of matter using custom-shaped silver nanoparticles, described as a fundamental breakthrough in materials science with promising quantum properties at room temperature.","This breakthrough in materials science and quantum technology suggests increased research and development in nanotechnology, advanced materials, and quantum computing, driving demand for specialized synthesis equipment, characterization tools, and high-purity reagents.",2026-05-28,https://www.eurekalert.org/news-releases/1130008,2026-05-30 12:14:03
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,Breakthrough,Education & Research,"University of Michigan physics professor Lu Li received the 2026 national Brown Investigator Award, providing up to $2 million over five years for his work on fundamental challenges in the physical sciences, specifically developing new methods for thermal transport and resonance measurements in high magnetic fields to probe electronic states of insulators.","This substantial funding for fundamental physics research, particularly in thermal transport and resonance measurements in high magnetic fields, indicates a need for specialized cryogenic equipment, high-field magnets, and advanced measurement instruments.",2026-05-18,https://news.umich.edu/u-m-physicist-receives-2026-national-brown-investigator-award/,2026-05-30 12:14:03
UNIVERSITY OF MICHIGAN,001UR00000nP1BwYAK,ai_summary,Education & Research,"The University of Michigan is experiencing a surge in research activity, fueled by over $140 million in new federal grants for healthcare, ECE, and physics. Significant breakthroughs in materials science and particle physics, alongside new faculty and graduate fellowships, indicate expanding labs and cutting-edge projects. This robust funding and diverse research focus present substantial opportunities for lab supply sales across multiple scientific disciplines.",,2026-05-30,,2026-05-30 12:14:03
AMERICAN SOCIETY FOR MICROBIOL,0011M00002TunT3QAJ,Grant,Education & Research,"Research on longitudinal analysis of viral and host RNA in blood and saliva during controlled human dengue virus 3 infections, funded by NIH and DoD grants.","This research into dengue virus and host response indicates a demand for lab supplies, reagents, and consumables for molecular biology and infectious disease studies.",2026-05-14,https://journals.asm.org/doi/10.1128/jvi.00282-26,2026-05-30 11:15:29
AMERICAN SOCIETY FOR MICROBIOL,0011M00002TunT3QAJ,Grant,Education & Research,"TAXIS Pharmaceuticals announced it will present preclinical data on two investigational antibiotic candidates at the upcoming American Society for Microbiology conference, highlighting recent multi-year, multi-million-dollar NIH grants, including a $2.67 million NIH grant for an efflux pump inhibitor candidate.","The ongoing research and development of new antibiotic candidates by TAXIS Pharmaceuticals, supported by NIH grants, signals a need for microbiology media, reagents for drug discovery, and equipment for preclinical studies.",2026-05-26,https://www.prweb.com/releases/taxis-pharmaceuticals-to-present-preclinical-data-on-two-investigational-antibiotic-candidates-at-upcoming-american-society-for-microbiology-conference-302154562.htm,2026-05-30 11:15:29
AMERICAN SOCIETY FOR MICROBIOL,0011M00002TunT3QAJ,ai_summary,Education & Research,"The American Society for Microbiology is a hub for significant, well-funded infectious disease research, including NIH/DoD-backed dengue virus studies and TAXIS Pharmaceuticals' antibiotic development. This indicates a strong demand for molecular biology reagents, microbiology media, drug discovery tools, and general lab supplies. Sales teams should target these researchers for their substantial purchasing power and ongoing need for specialized products in virology and bacteriology.",,2026-05-30,,2026-05-30 11:15:29
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Grant,Education & Research,Stanford Medicine received a $70 million NIH grant to accelerate the conversion of new treatments into care more rapidly.,"This large grant indicates significant ongoing research and development in clinical and translational science, likely requiring a wide range of lab supplies and equipment.",2026-05-26,https://med.stanford.edu/news/all-news/2026/05/transformative-gift-advances-biomedical-ethics.html,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Grant,Education & Research,"Stanford University received two grants through the NIH IMPROVE Initiative for maternal health research: $2,026,168 for 'Preventing Inequities in Hemorrhage-related Severe Maternal Morbidity' and $1,615,475 for 'Early Intervention for Postpartum PTSD: Comparing Written Exposure and Capnometry-Guided Breathing Therapy'.","These grants signal demand for supplies related to maternal health research, potentially including diagnostics, monitoring equipment, and reagents for studies on hemorrhage and PTSD.",2026-05-15,https://blackmaternalhealthcaucus.house.gov/news/documentsingle.aspx?DocumentID=1411,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Grant,Education & Research,"Dr. Nazish Sayed, Associate Professor in the Division of Vascular Surgery at Stanford University, received a Department of Defense (DOD) Toxic Exposures Research Program (TERP) Translational Research Partnership Award for a three-year project totaling approximately $1.08 million, focused on the cardiovascular effects of burn pit exposure in Veterans.","This research will require supplies for cardiovascular studies, potentially including cell culture, imaging, and analytical equipment.",2026-05-19,https://vascular.stanford.edu/news/2026/dr-nazish-sayed-receives-department-of-defense-grant-to-study-cardiovascular-effects-of-burn-pit-exposure-in-veterans.html,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Grant,Education & Research,"Andres Cardenas, Assistant Professor of Epidemiology at Stanford University, is a key collaborator on a nearly $3.8 million NIH MPI R01 grant to study how early-life environmental exposures may influence kidney health and blood pressure later in life.","This research will require supplies for environmental exposure studies, kidney health assessments, and -omics biomarkers, indicating demand for analytical equipment, reagents, and consumables.",2026-05-26,https://www.publichealth.pitt.edu/news/researchers-receive-nih-grant-to-study-how-early-life-environmental-exposures-affect-kidney-health,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Grant,Education & Research,Researchers from Stanford University's Department of Pathology received a DoD grant (HT94252310894/DOD) and an NIH grant (CA230156/NH/NIH HHS/United States) for research on enriched methylomes of low-input and fragmented DNA using Fragment Ligation EXclusive methylation sequencing (FLEXseq).,"This research involves DNA sequencing and methylation studies, suggesting demand for genomics equipment, reagents, and consumables.",2026-05-05,https://pubmed.ncbi.nlm.nih.gov/42130071/,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Grant,Education & Research,The U.S. Space Force launched its first artificial intelligence accelerator program at Stanford University's AeroAstro CAESAR Lab to develop AI and machine learning technologies for space operations.,"This program will drive demand for high-performance computing hardware, specialized software, and potentially new sensor technologies for AI and machine learning in space applications.",2026-05-18,https://executivegov.com/2026/05/space-force-to-advance-data-driven-space-operations-with-stanford-based-ai-accelerator/,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Faculty Hire,Education & Research,"Hannah Barsouk, a first-year doctoral student in biochemistry and a chemical-biology interface trainee at Stanford University, was named a 2026 Hertz Fellow, aiming to develop RNA-based technologies to enable programmable control of biological systems and define how regulatory networks become disrupted in disease.",New hires need to outfit labs with supplies and equipment.,2026-05-08,https://www.hertzfoundation.org/news/hertz-foundation-announces-19-recipients-of-the-2026-hertz-fellowship/,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Faculty Hire,Education & Research,"Jackson Powell, a second-year medical student in Stanford University's MD-PhD program, was named a 2026 Hertz Fellow for his studies on the brain through cross human-mouse research in the Deisseroth Lab and Human Neural Circuitry program, with plans to become a neurosurgeon and bridge basic neuroscience and clinical care.",New hires need to outfit labs with supplies and equipment.,2026-05-08,https://www.hertzfoundation.org/news/hertz-foundation-announces-19-recipients-of-the-2026-hertz-fellowship/,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Faculty Hire,Education & Research,"Marwa Zafarullah is a postdoctoral researcher at Stanford University, whose research focuses on how molecular dysfunction shapes neuromuscular conditions.",New hires need to outfit labs with supplies and equipment.,2026-05-26,https://www.the-scientist.com/the-lab-chores-scientists-secretly-love-74522,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Expansion,Education & Research,"Stanford University officially opened the Deep Lab, a new 29,600-square-foot nanocharacterization facility resulting from a $29 million renovation of a former physics facility. This expansion for nano@stanford integrates shared facilities, collaborative research space, and educational instruction infrastructure, including a teaching lab and advanced instruments for nanoscale research.","The opening of the Deep Lab signifies new procurement opportunities for a wide array of lab supplies, reagents, consumables, and scientific equipment to support advanced nanoscale research and educational programs.",2026-05-06,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFSvHuDALvwreAdxG1Tk9dPpDTF88zjJlQDLEXOvyKYV_KHn13c5ZBQm0eCalA5oIhJhxUgEIsOWjETwSixdXixVr18EhsyyGUzLtVoxJCxbduwylvWAz0Z0TQ6wv2b42c_L5u0TBwIWCH5AS1CWIA7ZyvD9tVFuL93JBv8Uw1tcSQ4_Q==,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Project,Education & Research,"The W. M. Keck Foundation has awarded $1.2 million in grants to six Stanford faculty and student teams for basic research in areas such as photovoltaics, quantum materials, and ice-sheet processes.","These grants will drive demand for specialized lab equipment, reagents, and consumables for advanced materials research, quantum physics, and environmental sensing.",2026-05-27,https://news.stanford.edu/stories/2026/05/stanford-researchers-keck-foundation-funding,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Project,Education & Research,"Stanford University is merging its two flagship AI and data science organizations, the Stanford Institute for Human-Centered AI (HAI) and the Stanford Data Science initiative, into a single institute under the Stanford HAI name. The merger combines HAI's network of over 400 scholars, extensive industry affiliates program, and $60 million in cumulative grant funding with Stanford Data Science's high-performance Marlowe computing cluster and early scholar fellowship program.","This merger and the combined resources, including a high-performance computing cluster, will generate significant demand for advanced computing equipment, specialized software, and data storage solutions for AI and data science research.",2026-05-04,https://news.stanford.edu/stories/2026/05/stanford-merges-hai-data-science,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Project,Education & Research,"A $90 million gift from Penny and Philip H. Knight will extend the work of the Knight Initiative for Brain Resilience at Stanford's Wu Tsai Neurosciences Institute, aiming to build a new science of healthy brain aging.","This substantial funding will drive demand for advanced neuroscience equipment, cellular imaging systems, AI computing resources, and a wide range of reagents and consumables for brain research and neurodegenerative disease studies.",2026-05-12,https://news.stanford.edu/stories/2026/05/gift-knight-brain-resilience-aging-research,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Breakthrough,Education & Research,"Researchers at Stanford University have developed a first-in-class 3D lab model of the human uterus, enabling the direct observation of embryo implantation for the first time, which is expected to significantly improve IVF success rates and fertility treatments.","This discovery will drive demand for specialized cell culture media, reagents for stem cell differentiation, advanced microscopy equipment, and consumables essential for 3D tissue engineering and reproductive biology research.",2026-05-27,https://news.stanford.edu/stories/2026/05/3d-uterus-model-could-embryo-implantation-ivf-infertility,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Breakthrough,Education & Research,"Stanford Medicine investigators have made a breakthrough discovery, finding that neutrophils, the body's most common white blood cells, can produce the schizophrenia-associated protein C4A, a function previously unknown, linking immune cells to the brain disorder.","This breakthrough will stimulate demand for immunology reagents, protein analysis kits, cell culture supplies for neutrophil studies, and diagnostic assay development components for schizophrenia research.",2026-05-11,https://news.stanford.edu/stories/2026/05/neutrophils-produce-schizophrenia-linked-c4a-protein,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Breakthrough,Education & Research,"Eric Meffre, PhD, from Stanford University, has been named an inaugural recipient of the Lupus Research Alliance-Genentech Award on Immune Resetting Therapies for Lupus, supporting his research into how CAR-T cell therapy restores immune tolerance in lupus.","This award will drive demand for specialized cell culture media for CAR-T cell expansion, flow cytometry reagents, gene editing tools, and immunological assays for studying immune system resetting in lupus research.",2026-05-26,https://www.lupusresearch.org/lupus-research-alliance-and-genentech-award/,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Closure,Education & Research,"Stanford University terminated its Black, Indigenous, and People of Color (BIPOC) Cohort teacher certification program.",This program termination might reduce demand for educational supplies or specific diversity-focused training materials if the program utilized them.,2026-04-29,https://www.collegehelpguide.com/blog/stanford-bipoc-program-ocr-investigation-2026/,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Closure,Education & Research,Stanford University merged its Stanford Data Science initiative into the Stanford Institute for Human-Centered AI (Stanford HAI).,"This merger could lead to a consolidation or shift in procurement for AI and data science-related equipment and software, potentially creating a competitive displacement opportunity if new leadership favors different vendors.",2026-05-04,https://news.stanford.edu/stories/2026/05/stanford-merges-hai-data-science,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,Closure,Education & Research,Stanford University will transition Vaden Medical Services and Mental Health Services to operate as a Stanford Health Care Clinic.,"This transition could lead to changes in procurement processes and preferred vendors for medical and mental health supplies, creating a competitive displacement opportunity for Thomas Scientific.",2026-05-18,https://news.stanford.edu/stories/2026/05/vaden-transition-stanford-health-care-clinic,2026-05-30 11:51:49
STANFORD UNIVERSITY,001UR00000nP1BpYAK,ai_summary,Education & Research,"Stanford University is experiencing a significant surge in research, driven by substantial new grants across medical, biological, and nanotechnology fields, including a new $70M NIH grant and the opening of the Deep Lab nanocharacterization facility. This expansion in funding, infrastructure, and personnel signifies a heightened demand for a wide range of lab supplies, reagents, and advanced instrumentation to support their growing research endeavors and breakthroughs.",,2026-05-30,,2026-05-30 11:51:49
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Grant,Education & Research,"Qing Lin, MD, PhD, associate professor of Surgery in the Division of Cardiac Surgery at The Ohio State University Wexner Medical Center, has been awarded a nearly $1.2 million, four-year National Institutes of Health (NIH) grant from the National Institute of General Medical Sciences. The award will support his research on understanding why skin scarring occurs after trauma or surgery, which is a common problem for patients that can lead to long-term functional and cosmetic complications. The goal is to identify new strategies that promote healing and reduce excessive scarring.","This grant indicates upcoming demand for lab supplies, reagents, and consumables related to wound healing, scar formation research, and potentially cardiac surgery.",2026-05-22,https://wexnermedical.osu.edu/mediaroom/pressreleaselisting/medtips-may-2026,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Capital Project,Education & Research,"The Ohio State University Wexner Medical Center Outpatient Care Powell, a $183 million project, is nearing completion with construction at 90% as of April 27, 2026. The 200,000 square foot facility will include a five-story medical office building and a two-story ambulatory health center, offering comprehensive healthcare services such as primary and specialty care, diagnostic, and treatment services, including imaging, outpatient rehabilitation/physical therapy, and endoscopy. The facility is expected to open in August 2026.","The new outpatient care facility will require a wide range of lab supplies, reagents, consumables, and scientific equipment for its primary and specialty care, diagnostic, and treatment services, including imaging, outpatient rehab/PT, and endoscopy.",2026-04-27,https://fdc.osu.edu/outpatient-care-powell,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Bachelor of Arts in music theory degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with music theory research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Bachelor of Arts in musicology degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with musicology research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Bachelor of Arts in medieval and renaissance studies degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with medieval and renaissance studies research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Bachelor of Science in integrated major in mathematics and English (College of Arts and Sciences) degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with integrated mathematics and English research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Associate of Science in sustainable agriculture degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with sustainable agriculture research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Associate of Science in biochemical sciences degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with biochemical sciences research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Associate of Applied Science in landscape horticulture degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with landscape horticulture research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,Closure,Education & Research,"Ohio State University is eliminating its Bachelor of Science in sustainable agriculture (College of Food, Agricultural, and Environmental Sciences) degree program due to low enrollment, as mandated by Ohio Senate Bill 1.","This termination may reduce demand for specialized lab supplies and reagents associated with sustainable agriculture research and coursework, creating a churn risk for Thomas Scientific.",2026-04-16,https://www.10tv.com/article/news/local/ohio-public-universities-eliminating-nearly-90-degree-programs-result-of-senate-bill-1/530-f8458d77-6788-4ef6-b200-0998fe14c076,2026-05-30 11:45:33
